ORG,COMPSS,PITCH,ROLL,CLIFF,LFT,CTR,RHT,LASTLFT,LASTRHT,LFTAVG,RHTAVG,DTURN,DDIR
CTG,119,-2512,-1760,83,40,0,40,10948,18832,4268,3668,0,CCT
001,87,7760,5376,58,40,41,9,12498,20382,4268,3668,370,0LF
000,80,2048,-1664,82,40,27,25,12979,481,4268,3577,0,FWD
010,149,-1904,-6960,80,40,15,27,13343,845,4268,3595,370,1LF
000,122,-4192,-1184,85,20,23,40,14304,961,4268,3594,0,FWD
100,127,2960,-3680,89,10,37,40,14395,1052,4268,3599,530,1LF
000,208,-1568,-5392,85,40,48,40,15435,1040,4268,3594,0,FWD
100,191,-144,-448,82,14,30,40,17346,2951,4268,3690,619,1LF
000,248,-592,5008,86,40,30,40,18475,1129,4268,3246,0,FWD
100,232,-2880,-320,81,14,40,40,19385,2039,4268,3292,493,1LF
000,308,-1328,3440,85,40,40,40,20388,1003,4268,3300,0,FWD
CTG,290,-5968,-3744,87,40,0,40,25305,5920,4268,3546,370,CRT
000,270,-3232,-1664,87,40,56,25,25763,6378,4268,3569,0,FWD
100,269,1568,4480,85,16,21,27,27674,8289,4268,3664,370,1RT
011,248,3568,-1328,89,40,14,13,480,8769,4090,3688,370,0RT
000,226,-8080,1216,83,40,86,40,881,9650,4110,3732,0,FWD
001,210,-5728,1104,81,23,26,17,5342,14111,4333,3750,370,0LF
110,234,-1184,448,82,10,14,39,5822,480,4357,3397,370,1LF
000,210,-4912,688,83,40,49,40,6702,880,4401,3417,0,FWD
100,240,-272,-5440,82,16,17,40,11255,5433,4566,3645,370,1RT
011,159,-624,2176,83,33,15,17,481,5914,4090,3669,370,0RT
100,222,5552,3216,85,12,22,40,880,6794,4110,3713,550,1RT
000,137,-2352,-1824,85,40,28,40,1061,7855,3663,3766,0,FWD
001,160,5376,960,84,40,24,17,1152,7946,3667,3771,610,0RT
000,84,-2384,-3152,85,40,53,40,1120,9066,3699,3827,0,FWD
CTG,131,48,416,85,40,0,40,6036,13982,3945,3873,370,CLF
000,128,-4368,-672,85,40,68,40,6495,14441,3968,3873,0,FWD
CTG,130,4384,-144,84,40,0,40,11048,18994,4143,3873,370,CLF
000,135,-1328,-3184,80,40,76,40,11495,19441,4143,3873,0,FWD
100,180,-2032,96,85,16,17,20,15502,23448,4143,3873,370,1RT
111,180,320,-5408,83,16,15,10,481,23929,4046,3873,953,0RT
000,69,-3712,1872,92,31,45,40,1783,25712,3635,3873,0,FWD
001,65,-2240,640,82,40,23,12,4787,28716,3785,3873,370,0LF
000,119,-2560,-3184,86,40,40,40,5267,480,3809,3853,0,FWD
010,116,-672,8368,82,40,15,40,5358,571,3814,3858,370,1LF
000,156,-2368,-1104,82,40,39,40,6318,960,3862,3458,0,FWD
TOF,151,-960,2576,134,40,35,35,8322,2964,3962,3558,1150,1LF
000,240,-6016,-7744,82,40,39,40,10409,2087,4046,3615,0,FWD
100,227,-2016,640,86,17,32,40,12231,3909,4046,3707,370,1RT
100,221,-3744,4992,85,12,18,20,481,4390,4037,3731,509,1RT
000,179,-7200,3536,85,40,28,25,1018,5408,3880,3781,0,FWD
001,165,32,-7120,86,23,24,15,1382,5772,3898,3800,398,0RT
000,147,496,7168,86,40,17,22,908,6680,3908,3845,0,FWD
100,131,-3072,672,81,16,22,20,3186,8958,4022,3959,656,1RT
000,60,-4064,208,86,40,29,37,1166,10124,3941,4011,0,FWD
TOF,97,-1248,-1072,124,40,0,40,3805,12763,4073,4011,1349,ALF
000,151,-6016,8192,81,40,36,39,5691,1886,4167,4012,0,FWD
TOF,155,-2672,-1920,134,40,35,35,6146,2341,4190,4034,1290,1LF
000,229,-4064,-480,88,40,71,40,8373,2227,4301,3815,0,FWD
100,226,-2912,-784,87,15,28,40,11833,5687,4382,3988,370,1RT
000,204,-8176,-1488,86,18,31,22,480,6167,4147,4012,0,FWD
101,196,1520,2448,38,16,19,17,753,6440,4160,4026,370,0RT
101,189,256,2544,84,15,23,9,959,7399,4180,4074,521,0RT
000,176,256,-736,92,28,24,35,1112,8511,3763,4130,0,FWD
001,173,-1920,-2096,81,22,19,16,1659,9058,3791,4157,676,0RT
000,138,-480,-5760,74,40,27,25,1187,10245,3826,4204,0,FWD
001,142,-4768,-5280,80,40,27,17,1917,10975,3862,4204,464,0RT
000,80,-2432,224,83,27,36,40,975,11950,3411,4204,0,FWD
001,96,-2112,-240,89,40,31,7,1703,12678,3447,4204,724,0RT
000,49,352,656,81,28,42,40,1235,13913,3481,4204,0,FWD
001,27,4112,-1840,109,40,24,11,1508,14186,3494,4204,728,0RT
000,290,-992,640,82,40,40,40,1238,15424,3413,4204,0,FWD
CTG,236,-1280,2208,80,40,0,40,6152,20338,3658,4204,370,CLF
000,239,-288,3280,82,40,61,40,6613,20799,3681,4204,0,FWD
001,330,1040,1024,86,40,52,15,8069,22255,3754,4204,370,0LF
000,291,1728,-576,86,40,100,40,8550,481,3778,4195,0,FWD
CTG,355,-2912,-5744,86,40,0,40,13465,5396,3851,4441,370,CRT
000,311,-720,-8736,81,40,33,40,13924,5855,3851,4464,0,FWD
001,303,1984,464,85,30,20,14,15107,7038,3851,4523,370,0LF
100,278,1280,-1248,81,7,16,37,15587,480,3851,4047,370,1LF
000,334,-5744,3456,88,40,48,40,16467,880,3851,4067,0,FWD
001,25,1472,2032,90,29,24,14,18470,2883,3851,4167,426,0LF
000,65,-1520,-576,87,20,37,40,19407,937,3851,4102,0,FWD
100,75,-640,-2064,90,14,42,40,19589,1119,3851,4111,481,1LF
000,126,336,-1072,85,40,40,40,20580,991,3851,3887,0,FWD
CTG,129,1472,3488,85,40,0,40,25494,5905,3851,4133,370,CLF
000,146,1536,7040,81,40,52,40,25953,6364,3851,4156,0,FWD
100,155,-4512,-2976,82,15,35,40,28956,9367,3851,4306,370,1RT
100,141,-4544,-560,85,14,36,22,480,9847,3375,4330,704,1RT
000,53,-2144,3584,86,40,55,40,1215,11062,3411,4338,0,FWD
001,11,-624,3696,84,40,84,14,2399,12246,3471,4338,600,0RT
000,340,-3904,-3616,83,40,95,40,1111,13357,3026,4338,0,FWD
CTG,324,-2080,-4608,85,40,0,40,6030,18276,3272,4338,370,CRT
000,305,-1136,992,80,40,40,40,6485,18731,3295,4338,0,FWD
001,259,-1760,-7360,83,24,23,17,7850,20096,3363,4338,370,0LF
000,302,832,3872,86,38,23,40,8332,482,3387,4338,0,FWD
110,301,784,-2768,86,16,13,40,8696,846,3405,4356,370,1LF
100,30,-7088,1552,85,12,47,40,9176,480,3429,4304,528,1LF
000,62,-336,3888,85,40,50,40,10215,1039,3471,3856,0,FWD
001,66,-816,-2400,83,40,20,16,12036,2860,3471,3947,491,0LF
000,117,-1872,-3040,87,35,24,40,13038,1002,3471,3955,0,FWD
100,123,-992,4608,81,14,47,40,13494,1458,3471,3978,490,1LF
000,119,-720,-80,82,40,99,40,14494,1000,3471,3975,0,FWD
CTG,142,2224,6400,81,40,0,40,19412,5918,3471,4221,370,CLF
000,169,-1920,-5712,84,40,55,40,19869,6375,3471,4244,0,FWD
100,191,-3264,4928,84,17,70,40,21143,7649,3471,4307,370,1RT
000,172,-3072,288,85,18,34,40,480,8129,3471,4331,0,FWD
100,160,512,-6176,81,16,40,38,753,8402,3484,4345,583,1RT
000,113,-1344,992,69,40,19,32,1094,9496,3495,4400,0,FWD
101,94,-3424,-3584,19,17,19,15,1914,10316,3536,4425,471,0RT
000,93,-1904,-3856,86,40,36,40,1061,11377,3531,4425,0,FWD
CTG,95,-1984,-2336,92,40,0,40,5979,16295,3777,4425,0,CCT
001,65,-4112,4816,94,23,28,14,6252,16568,3791,4425,370,0LF
001,332,-5008,-5072,82,23,24,14,6732,480,3815,4301,631,0LF
000,152,-10672,-5632,91,19,34,39,7473,741,3852,4237,0,FWD
100,167,-4912,-3472,35,17,28,35,8383,1651,3897,4282,385,1LF
000,73,-4864,3424,86,26,30,40,9279,896,3942,3827,0,FWD
101,199,-2160,2784,92,15,22,15,10462,2079,3978,3886,590,1LF
000,240,-1936,-5296,86,21,37,40,11642,1180,3978,3921,0,FWD
100,209,-7248,-912,87,14,36,40,11733,1271,3978,3926,438,1LF
000,258,2688,800,84,40,68,40,12683,950,3978,3473,0,FWD
CTG,289,-144,-2768,83,40,0,40,17599,5866,3978,3719,370,CRT
000,224,48,-2096,86,40,47,40,18058,6325,3978,3742,0,FWD
001,248,704,-1376,83,40,34,16,20790,9057,3978,3878,370,0LF
000,332,-1936,368,81,40,58,24,21270,480,3978,3874,0,FWD
001,288,-576,-8624,84,40,24,16,21634,844,3978,3892,614,0LF
100,322,-1344,-1552,87,17,34,40,22759,1125,3978,3800,519,1LF
000,98,-6976,-656,81,40,76,40,23788,1029,3978,3352,0,FWD
110,24,2112,2672,82,15,15,40,27702,4943,3978,3547,370,1RT
010,53,-1328,-8848,81,40,15,40,480,5423,3502,3571,370,0RT
000,17,-416,-224,84,40,72,40,960,6383,3526,3619,0,FWD
001,315,-2176,-2240,79,24,18,16,5147,10570,3736,3800,370,0LF
101,86,-2880,480,80,11,17,17,5628,481,3760,3707,370,1LF
000,37,2416,6256,86,24,32,40,6588,960,3808,3255,0,FWD
100,55,-2048,304,88,17,27,40,7135,1507,3835,3282,553,1LF
000,115,-2288,-2496,86,40,32,40,8198,1063,3888,2984,0,FWD
001,119,-3248,-5632,83,40,20,16,9291,2156,3943,3038,470,0LF
100,152,-1328,-1024,85,16,38,40,10271,980,3978,3063,485,1LF
000,168,-1664,3824,81,40,40,40,11266,995,3978,2969,0,FWD
CTG,196,-1536,-512,80,40,0,40,16180,5909,3978,3215,370,CLF
000,183,-3712,6128,79,40,40,40,16641,6370,3978,3238,0,FWD
CTG,191,3328,3568,87,40,0,40,21193,10922,3978,3419,370,CLF
000,235,1360,3312,87,40,74,40,21641,11370,3978,3419,0,FWD
CTG,244,-2976,3840,86,40,0,40,26196,15925,3978,3419,370,CLF
000,261,-1648,-304,84,40,40,40,26642,16371,3978,3419,0,FWD
CTG,248,-4800,-880,82,40,0,40,31194,20923,3978,3419,370,CLF
000,315,-2160,4288,89,40,42,40,31644,21373,3978,3419,0,FWD
001,338,-1520,-5952,87,22,22,17,32918,22647,3978,3419,370,0LF
100,23,384,-736,91,12,18,40,33399,481,3978,3387,370,1LF
000,48,3664,-6464,84,22,65,40,34279,880,3978,2931,0,FWD
100,54,2816,-4624,83,15,26,40,37465,4066,3978,3091,370,1RT
001,92,-336,-2912,86,24,16,6,481,4547,3502,3115,370,0RT
000,18,1504,4672,84,40,56,28,880,5427,3522,3159,0,FWD
001,345,-432,3824,82,40,27,16,2791,7338,3618,3254,572,0RT
000,292,-1184,-8272,85,35,40,40,1082,8420,3603,3308,0,FWD
100,272,-256,3488,82,17,37,39,2630,9968,3680,3386,643,1RT
100,223,-752,-176,89,14,18,25,1154,11122,3579,3387,658,1RT
000,207,1024,272,84,40,64,40,1169,12291,3137,3387,0,FWD
CTG,194,-2592,-3472,86,40,0,40,6083,17205,3383,3387,370,CLF
000,187,-1344,-2304,82,40,36,40,6544,17666,3406,3387,0,FWD
001,199,176,-96,81,33,19,14,8002,19124,3479,3387,370,0LF
100,251,-272,1520,81,9,24,40,8482,480,3503,3369,370,1LF
000,246,1136,-5488,84,40,59,40,9363,881,3547,3389,0,FWD
100,236,-784,-80,86,17,36,33,12367,3885,3579,3539,370,1RT
000,254,-1600,5232,85,40,31,40,480,4365,3565,3563,0,FWD
001,215,-4400,-4640,89,40,36,17,753,4638,3579,3577,370,0RT
100,180,1136,6256,87,14,33,40,879,5517,3575,3621,597,1RT
000,173,4096,1104,84,40,34,40,1108,6625,3547,3676,0,FWD
001,155,-4736,-576,81,40,18,17,2201,7718,3602,3731,508,0RT
000,131,64,4208,84,40,63,40,1019,8737,3557,3782,0,FWD
CTG,136,-3088,-4352,85,40,0,40,5934,13652,3803,3845,370,CLF
000,132,-4080,1056,88,40,29,23,6394,14112,3826,3845,0,FWD
001,168,-3424,-2528,81,40,40,17,7032,14750,3857,3845,370,0LF
001,171,-5248,224,83,40,17,17,7512,480,3881,3726,450,0LF
000,207,-3712,-4144,84,25,25,31,8473,961,3929,3701,0,FWD
101,218,-496,-5824,88,17,28,17,9019,1507,3957,3728,644,1LF
000,228,-5536,-1296,82,40,29,40,10254,1235,4006,3290,0,FWD
100,244,-528,1360,82,14,27,40,13077,4058,4006,3431,370,1RT
100,213,-2288,2000,83,17,17,40,481,4539,3945,3455,585,1RT
000,190,1584,160,83,35,32,27,1095,5634,3924,3510,0,FWD
100,200,-1264,912,82,16,29,28,1186,5725,3929,3515,537,1RT
000,165,-6992,-4544,84,40,31,30,1046,6771,3481,3567,0,FWD
001,132,32,-2432,85,40,26,17,3140,8865,3586,3672,581,0RT
000,70,3232,80,85,40,40,40,1092,9957,3616,3726,0,FWD
CTG,119,2096,2976,83,40,0,40,6007,14872,3862,3728,0,CCT
CTG,85,-928,-4384,83,40,0,40,11015,19880,4062,3728,370,CRT
000,87,-2496,-3472,83,40,40,40,11468,20333,4062,3728,0,FWD
CTG,49,112,2608,87,40,0,40,16023,24888,4062,3728,370,CRT
000,5,-4496,192,88,40,54,40,16469,25334,4062,3728,0,FWD
CTG,41,-1584,-5296,83,40,0,40,21020,29885,4062,3728,370,CRT
000,8,2608,-2000,82,40,81,34,21468,30333,4062,3728,0,FWD
CTG,11,-2816,3408,84,40,0,40,26023,34888,4062,3728,370,CRT
100,349,-912,-4912,87,7,28,33,26471,35336,4062,3728,370,1RT
001,40,-2896,-6704,80,37,20,12,480,35816,3966,3728,370,0RT
000,273,1888,224,85,40,24,33,880,36696,3510,3728,0,FWD
001,266,-1296,2752,84,40,49,17,1790,37606,3555,3728,720,0RT
000,180,-2032,-896,82,40,64,40,1231,38837,3579,3728,0,FWD
CTG,188,-2736,-1360,85,40,0,40,6149,43755,3825,3728,370,CLF
000,205,-2784,-5488,86,40,62,40,6605,44211,3848,3728,0,FWD
CTG,209,-688,-3248,83,40,0,40,11157,48763,4018,3728,370,CLF
000,215,32,-2176,84,40,87,40,11607,49213,4018,3728,0,FWD
CTG,233,1264,-432,81,40,0,40,16158,53764,4018,3728,370,CLF
000,252,-2320,480,84,40,88,40,16607,54213,4018,3728,0,FWD
CTG,303,496,3872,84,40,0,40,21159,58765,4018,3728,370,CRT
001,254,-16,-4432,87,40,19,10,21608,59214,4018,3728,370,0LF
000,282,-2784,608,84,34,16,31,22089,481,4018,3729,0,FWD
010,250,-2832,-3680,83,18,14,31,22180,572,4018,3733,370,1LF
000,319,-3504,2496,83,18,34,38,23140,960,4018,3699,0,FWD
100,320,-288,1440,83,16,31,18,24415,2235,4018,3762,486,1LF
001,347,1072,-16,84,40,24,15,25411,996,4018,3708,490,0LF
000,55,-3952,-256,81,24,49,40,26412,1001,4018,3695,0,FWD
100,78,-1536,5744,87,16,36,40,27049,1638,4018,3726,663,1LF
000,103,-1280,688,80,40,57,40,28222,1173,4018,3332,0,FWD
CTG,146,-1952,4000,85,40,0,40,33136,6087,4018,3578,370,CLF
000,118,-2640,1904,83,40,34,40,33597,6548,4018,3601,0,FWD
110,154,-2928,-6896,82,14,15,40,35054,8005,4018,3674,370,1RT
010,150,528,3104,85,40,14,40,481,8486,3946,3698,370,0RT
000,104,-4576,-208,82,40,49,40,960,9446,3494,3746,0,FWD
001,112,1856,4224,83,40,18,16,3419,11905,3617,3774,403,0RT
000,45,-1168,6480,84,40,23,28,913,12818,3638,3774,0,FWD
001,55,-5104,-1904,81,40,85,13,1732,13637,3679,3774,435,0RT
000,357,2560,256,84,40,88,40,945,14582,3227,3774,0,FWD
001,221,-368,1792,86,40,24,17,5860,19497,3472,3774,370,0LF
010,354,-816,6288,86,38,14,30,6340,480,3496,3755,370,1LF
000,48,-2800,-368,84,40,29,40,7300,960,3544,3747,0,FWD
010,53,-2432,384,82,22,12,40,8756,2416,3617,3820,430,1LF
100,109,-2592,-2096,84,11,81,40,9775,1019,3668,3371,712,1LF
000,163,-2496,1456,83,40,80,40,10998,1223,3679,3408,0,FWD
100,165,-896,1056,87,16,24,40,15004,5229,3679,3608,370,1RT
010,150,-1648,-320,85,27,14,25,480,5709,3679,3632,370,0RT
000,117,-4352,-1600,82,40,32,37,961,6670,3588,3680,0,FWD
001,115,2672,-4448,30,26,26,12,3782,9491,3729,3821,370,0LF
000,111,2432,4528,52,20,22,21,4262,480,3753,3770,0,FWD
100,119,1184,-496,59,16,23,18,4353,571,3757,3775,370,1LF
001,161,5552,5776,86,29,29,12,5234,881,3802,3711,613,0LF
000,196,-3136,6112,87,24,27,40,6357,1123,3858,3718,0,FWD
101,203,-2960,-6816,85,17,60,17,7906,2672,3935,3795,592,1LF
000,237,-96,2608,82,40,40,40,9088,1182,3994,3355,0,FWD
CTG,258,-4912,3376,84,40,0,40,14004,6098,4040,3600,370,CLF
000,307,-3120,352,85,40,57,40,14462,6556,4040,3623,0,FWD
001,276,-3696,-800,88,40,26,16,16555,8649,4040,3728,370,0LF
001,0,-3056,2784,80,25,20,16,17036,481,4040,3728,617,0LF
000,69,2320,-4272,84,23,98,40,18163,1127,4040,3284,0,FWD
001,108,-1552,8112,82,40,38,17,22259,5223,4040,3489,370,0LF
000,109,-3632,3936,83,40,24,40,22739,480,4040,3489,0,FWD
100,149,2464,2160,84,17,24,40,22921,662,4040,3498,370,1LF
000,122,-10144,304,83,40,52,40,23801,880,4040,3042,0,FWD
CTG,124,4992,5552,84,40,0,40,28716,5795,4040,3288,0,CCT
100,121,-496,1904,84,17,27,40,30081,7160,4040,3356,370,1RT
000,88,-1328,-352,81,28,22,27,481,7641,3932,3380,0,FWD
001,117,2192,464,91,20,24,16,1028,8188,3960,3408,370,0RT
000,80,-7712,2992,82,40,28,38,881,9069,3946,3452,0,FWD
001,26,-3328,-800,83,40,24,17,1882,10070,3996,3498,401,0RT
000,10,-5760,288,83,40,37,20,912,10982,3542,3498,0,FWD
CTG,32,-3632,-592,89,40,0,40,5829,15899,3788,3498,370,CRT
000,351,272,-2976,82,40,44,40,6286,16356,3810,3498,0,FWD
CTG,11,-2976,-8560,84,40,0,40,10837,20907,3996,3498,370,CRT
000,115,-2096,-8848,81,25,25,40,11287,21357,3996,3498,0,FWD
100,38,-1824,-1568,84,16,24,24,11924,21994,3996,3498,370,1RT
011,19,1296,-4624,84,26,15,8,481,22475,3983,3498,370,0RT
000,317,2000,-10656,86,40,35,35,880,23355,3983,3498,0,FWD
001,292,1248,-128,82,40,20,17,2520,24995,4065,3498,680,0RT
000,213,-3648,-224,86,40,86,40,1190,26185,4014,3498,0,FWD
CTG,176,208,656,82,40,0,40,6104,31099,4260,3498,370,CLF
000,207,-1120,-768,85,40,88,40,6565,31560,4283,3498,0,FWD
CTG,242,-4384,-5408,82,40,0,40,11119,36114,4455,3498,370,CLF
000,230,-3152,-6880,80,40,40,40,11565,36560,4455,3498,0,FWD
CTG,265,784,-7552,84,40,0,40,16116,41111,4455,3498,370,CLF
000,232,-2432,-4544,84,40,80,40,16566,41561,4455,3498,0,FWD
001,280,-2624,16,51,40,36,16,19205,44200,4455,3498,370,0LF
000,289,-2128,-1424,45,40,56,40,19686,481,4455,3498,0,FWD
100,291,-3712,-64,49,14,66,40,20050,845,4455,3516,370,1LF
101,13,-3408,656,88,10,21,12,20931,881,4455,3485,470,1LF
000,48,528,-1296,80,31,90,40,21991,1060,4455,3038,0,FWD
CTG,54,1264,480,86,40,0,40,26906,5975,4455,3284,370,CRT
001,102,-4240,-2576,86,40,20,7,27365,6434,4455,3307,370,0LF
000,348,-3232,3088,84,34,16,40,27845,480,4455,3302,0,FWD
110,78,-9360,-1872,82,13,15,36,27936,571,4455,3307,370,1LF
000,107,4064,1232,82,40,44,40,28817,881,4455,3239,0,FWD
100,106,-1792,2416,80,16,86,40,30274,2338,4455,3312,559,1LF
000,133,-4544,-2544,80,40,81,40,31344,1070,4455,3316,0,FWD
001,179,-3216,1072,87,40,27,14,34802,4528,4455,3489,370,0LF
000,182,-7536,-3872,87,23,27,40,35282,480,4455,3431,0,FWD
100,194,-4336,-3072,84,16,40,40,35464,662,4455,3440,370,1LF
000,206,-4944,1888,86,33,47,40,36344,880,4455,2984,0,FWD
100,209,-4064,-2384,83,17,37,40,39166,3702,4455,3125,370,1RT
000,209,-64,-1120,84,40,24,40,480,4182,3979,3149,0,FWD
001,187,-1360,6272,81,40,55,15,935,4637,4001,3172,370,0RT
000,169,-2608,928,86,27,44,40,880,5517,4021,3216,0,FWD
100,136,-3200,-5040,83,16,44,40,1153,5790,4035,3229,737,1RT
000,86,-1392,-4400,85,40,29,40,1247,7037,4038,3292,0,FWD
001,78,4352,752,81,21,28,17,1976,7766,4074,3328,561,0RT
000,50,2320,-2336,81,40,84,39,1073,8839,3971,3382,0,FWD
CTG,40,-4016,-6400,81,40,0,40,5990,13756,4217,3440,370,CRT
000,352,-2928,-6400,84,20,35,40,6448,14214,4240,3440,0,FWD
100,327,-2864,-1696,82,10,25,40,6539,14305,4244,3440,370,1RT
000,22,-2144,-4432,82,40,40,32,480,14785,3768,3440,0,FWD
011,297,-1168,-1984,82,40,15,14,662,14967,3777,3440,370,0RT
000,67,-3696,-1904,81,40,36,40,881,15848,3797,3440,0,FWD
CTG,244,-2224,-2736,82,40,0,40,5797,20764,4043,3440,370,CLF
000,274,-112,3104,84,38,24,40,6256,21223,4066,3440,0,FWD
100,303,-32,-4720,85,15,16,40,6802,21769,4094,3440,370,1RT
011,289,-3344,-1056,93,40,15,12,480,22249,4028,3440,370,0RT
000,215,-704,32,87,36,36,40,881,23130,3572,3440,0,FWD
100,266,-4592,1504,83,15,23,24,1884,24133,3622,3440,597,1RT
000,206,-736,-4464,82,40,40,40,1108,25241,3654,3440,0,FWD
CTG,162,-1872,-1440,82,40,0,40,6024,30157,3899,3440,370,CLF
000,211,3952,3680,82,40,94,40,6483,30616,3922,3440,0,FWD
CTG,231,-416,3472,82,40,0,40,11037,35170,4098,3440,370,CLF
000,218,-656,-2720,82,40,22,27,11483,35616,4098,3440,0,FWD
001,241,896,-2608,83,21,16,16,11938,36071,4098,3440,370,0LF
100,236,-592,-976,84,8,26,40,12418,480,4098,3440,370,1LF
000,306,2496,3136,79,28,83,40,13299,881,4098,3363,0,FWD
CTG,285,1920,-608,84,40,0,40,18215,5797,4098,3609,370,CLF
000,320,-1872,256,84,40,24,35,18674,6256,4098,3632,0,FWD
001,283,-3264,672,89,40,24,10,18765,6347,4098,3636,370,0LF
011,24,-2288,1344,83,29,12,6,19245,480,4098,3609,554,0LF
000,111,-1936,-3632,83,34,39,40,20309,1064,4098,3188,0,FWD
CTG,123,-6688,624,84,40,0,40,25224,5979,4098,3434,0,CCT
CTG,83,-320,2240,88,40,0,40,30230,10985,4098,3635,370,CRT
000,61,-1024,-1904,83,40,99,40,30685,11440,4098,3635,0,FWD
CTG,78,1504,-3696,84,40,0,40,35237,15992,4098,3635,370,CRT
000,32,1728,736,86,40,40,40,35685,16440,4098,3635,0,FWD
CTG,8,-2000,320,84,40,0,40,40237,20992,4098,3635,370,CRT
000,303,-1264,-1984,87,40,62,40,40687,21442,4098,3635,0,FWD
100,71,-1120,-112,87,17,20,19,43508,24263,4098,3635,370,1RT
011,47,-2592,1248,84,18,15,13,480,24743,3951,3635,370,0RT
100,47,-224,1312,84,14,31,27,881,25624,3909,3635,625,1RT
000,264,1648,2128,79,40,41,26,1135,26759,3465,3635,0,FWD
010,212,-2384,-1232,83,40,0,40,5323,30947,3675,3635,370,ALF
100,239,-2064,1024,84,8,18,40,5884,561,3703,3634,370,1LF
000,264,-3520,-112,87,40,36,40,6764,880,3747,3634,0,FWD
001,278,3504,-784,85,40,22,16,8948,3064,3856,3743,631,0LF
000,11,-3216,-1904,81,30,43,30,10090,1142,3909,3667,0,FWD
001,19,-4000,2480,83,40,26,17,10819,1871,3909,3703,497,0LF
000,37,2096,-2432,83,20,27,38,11827,1008,3909,3321,0,FWD
100,69,2496,688,87,16,18,21,13010,2191,3909,3380,638,1LF
100,126,352,784,83,13,40,40,14158,1148,3909,3414,492,1LF
000,86,-1936,3584,83,40,40,40,15160,1002,3909,3203,0,FWD
CTG,143,-2064,1056,84,40,0,40,20077,5919,3909,3449,370,CLF
000,130,-2480,1568,84,30,24,40,20534,6376,3909,3471,0,FWD
100,178,1152,-2880,81,17,31,40,20898,6740,3909,3490,370,1RT
000,129,-4352,3056,80,28,20,23,481,7221,3909,3514,0,FWD
001,137,-1120,272,86,39,20,16,663,7403,3918,3523,370,0RT
000,112,-576,-848,84,40,40,29,881,8284,3462,3567,0,FWD
001,104,-1776,-1568,83,40,79,17,2246,9649,3530,3635,495,0RT
000,31,1232,864,82,40,39,40,1005,10654,3529,3653,0,FWD
100,28,-5232,-1152,83,17,89,40,5283,14932,3743,3653,370,1RT
000,140,-1136,-4768,86,40,16,40,481,15413,3673,3653,0,FWD
011,321,832,6656,86,40,15,13,572,15504,3677,3653,370,0RT
000,323,-2144,-1840,84,40,41,40,881,16385,3221,3653,0,FWD
001,105,-2848,240,82,40,19,16,5431,20935,3449,3653,370,0LF
110,346,992,3488,84,10,15,40,5911,480,3473,3644,370,1LF
000,99,-7520,-1872,81,40,40,40,6792,881,3517,3188,0,FWD
010,76,-3680,-112,76,40,0,40,10887,4976,3677,3392,370,ALF
000,74,-4000,2448,80,40,24,39,11447,560,3677,3378,0,FWD
010,78,-816,1408,82,22,11,33,12358,1471,3677,3424,370,1LF
000,95,784,-1728,82,33,29,30,13318,960,3677,3428,0,FWD
100,61,-4656,-4480,70,17,17,23,14502,2144,3677,3487,714,1LF
000,138,-1376,-5264,82,22,34,28,15726,1224,3677,3226,0,FWD
001,171,-32,2848,78,28,43,10,16364,1862,3677,3258,655,0LF
100,208,-9216,1984,83,16,40,40,17531,1167,3677,3288,543,1LF
000,227,-6080,5152,87,40,53,40,18583,1052,3677,3224,0,FWD
100,290,-144,1568,82,17,16,36,21042,3511,3677,3347,480,1LF
001,288,768,-7456,88,29,29,15,22032,990,3677,3170,411,0LF
001,278,-1072,-1072,90,27,20,17,22954,922,3677,3183,569,0LF
000,22,-80,3712,85,28,26,40,24033,1079,3677,2737,0,FWD
100,8,-1168,1568,86,17,24,40,24670,1716,3677,2769,724,1LF
000,73,-4448,-784,79,40,23,40,25904,1234,3677,2806,0,FWD
010,72,-3088,-3024,86,22,11,33,26905,2235,3677,2856,565,1LF
001,110,-3984,-2656,83,26,26,12,28061,1156,3677,2597,399,0LF
000,166,432,-2048,84,40,32,40,28970,909,3677,2618,0,FWD
100,171,-4208,-1984,86,16,34,40,29243,1182,3677,2632,623,1LF
000,180,-1040,5216,80,40,40,40,30377,1134,3677,2189,0,FWD
CTG,296,-3136,-496,86,40,0,40,35293,6050,3677,2434,370,CRT
000,260,-4192,-9120,85,40,32,40,35752,6509,3677,2457,0,FWD
CTG,179,-1728,1696,85,40,0,40,40304,11061,3677,2632,370,CLF
000,211,-2208,2576,82,40,41,40,40753,11510,3677,2632,0,FWD
CTG,201,1376,3136,80,40,0,40,45305,16062,3677,2632,370,CLF
000,223,-896,4208,83,40,87,40,45754,16511,3677,2632,0,FWD
CTG,238,-1296,-2272,84,40,0,40,50306,21063,3677,2632,370,CLF
000,38,-1888,304,82,40,60,40,50753,21510,3677,2632,0,FWD
001,304,-7248,-1920,86,40,35,17,53483,24240,3677,2632,370,0LF
000,277,-3296,-10224,82,20,31,31,53964,481,3677,2628,0,FWD
100,260,176,3264,83,13,18,37,54328,845,3677,2646,370,1LF
000,331,-2144,5328,82,40,39,40,55209,881,3677,2537,0,FWD
100,346,-3456,-288,82,17,23,40,56756,2428,3677,2614,419,1LF
000,175,-4320,-1568,81,40,71,40,57686,930,3677,2567,0,FWD
100,63,-3232,2112,81,17,25,40,62332,5576,3677,2800,370,1RT
